number,position,points,grid,laps,status,driver_driver_id,constructor_name,fastest_lap_average_speed_speed,race_name,date
4,10,1.0,7,50,Finished,norris,McLaren,241.817,Saudi Arabian Grand Prix,2021-12-05
18,11,0.0,18,50,Finished,stroll,Aston Martin,239.498,Saudi Arabian Grand Prix,2021-12-05
6,12,0.0,16,50,Finished,latifi,Williams,239.635,Saudi Arabian Grand Prix,2021-12-05
14,13,0.0,13,49,+1 Lap,alonso,Alpine F1 Team,242.558,Saudi Arabian Grand Prix,2021-12-05
22,14,0.0,8,49,+1 Lap,tsunoda,AlphaTauri,240.269,Saudi Arabian Grand Prix,2021-12-05
7,15,0.0,12,49,+1 Lap,raikkonen,Alfa Romeo,239.565,Saudi Arabian Grand Prix,2021-12-05
5,16,0.0,17,44,Collision damage,vettel,Aston Martin,236.375,Saudi Arabian Grand Prix,2021-12-05
11,17,0.0,5,14,Collision,perez,Red Bull,236.104,Saudi Arabian Grand Prix,2021-12-05
9,18,0.0,20,14,Collision,mazepin,Haas F1 Team,229.036,Saudi Arabian Grand Prix,2021-12-05
63,19,0.0,14,14,Collision,russell,Williams,231.211,Saudi Arabian Grand Prix,2021-12-05
47,20,0.0,19,8,Accident,mick_schumacher,Haas F1 Team,231.421,Saudi Arabian Grand Prix,2021-12-05
